class,Sink,Source,Source,Sink,Source,Source
,0.6571353849,0.216289,0.023739,0.8768878719,0.032335,0.833202
,0.6783192398,0.335969,0.017391,0.8801678108,0.10581,0.82143
,0.6802371197,0.403832,0.021849,0.884286804,0.110828,0.815576
,0.6458024584,0.406394,0.042782,0.8606407323,0.066125,0.814587
,0.6285415395,0.355394,0.062213,0.8647597254,0.056158,0.815642
,0.617208613,0.242918,0.080229,0.8630053394,0.051301,0.811484
,0.6330747101,0.093341,0.111066,0.8575133486,0.038635,0.808607
,0.6963647459,0.00175,0.163784,0.8653699466,0.002679,0.799559
,0.7304507018,0,0.229751,0.9234935164,0,0.795141
,0.7345479906,0,0.287306,0.9302822273,0,0.791886
,0.7099642577,0,0.32231,0.8829900839,0,0.795331
,0.6594019702,0,0.334882,0.8421052632,0,0.800941
,0.6214802546,0,0.345451,0.7995423341,0,0.80752
,0.6282800105,0,0.365203,0.8080091533,0,0.818446
,0.5814663063,0,0.384523,0.7893974066,0,0.828447
,0.547031645,0,0.39018,0.7363844394,0,0.831742
,0.5287246099,0,0.371334,0.6932112891,0,0.828692
,0.5186993287,0,0.342398,0.6640732265,0,0.81749
,0.5157353326,0,0.307524,0.652173913,0,0.805232
,0.5479034086,0,0.273708,0.6640732265,0,0.791561
,0.643274344,0,0.242204,0.701754386,0,0.779713
,0.7727312353,0,0.211476,0.7863463005,0,0.770626
,0.8572923023,0,0.189333,0.8639206712,0,0.767621
,0.8777787464,0.009195,0.164665,0.8990846682,0,0.768518
,0.8854502659,0.047641,0.132215,0.8826086957,0.036412,0.774578
,0.8880655566,0.090388,0.105303,0.8725400458,0.150024,0.77678
,0.8932089617,0.127088,0.081704,0.8826849733,0.245189,0.773731
,0.8717635777,0.148794,0.059294,0.8558352403,0.280883,0.767883
,0.8667945253,0.150591,0.045594,0.8611746758,0.217565,0.757232
,0.8602562985,0.128613,0.044297,0.8581235698,0.129641,0.746866
,0.8549385407,0.07106,0.053339,0.8601830664,0.049868,0.740088
,0.9039316537,0.003258,0.071534,0.8700228833,0.002673,0.718571
,0.9244180978,0,0.090871,0.9356216629,0,0.693372
,0.8961729579,0,0.10907,0.9472158658,0,0.67267
,0.8317496295,0,0.125489,0.9067124333,0,0.662789
,0.7736029989,0,0.136596,0.8575133486,0,0.659143
,0.7194664807,0,0.150649,0.8189168574,0,0.653809
,0.7044721472,0,0.162367,0.8225019069,0,0.650926
,0.6459768111,0,0.176367,0.809382151,0,0.635579
,0.614767675,0,0.193332,0.7548436308,0,0.611973
,0.5920146456,0,0.203727,0.7073226545,0,0.61891
,0.5765844303,0,0.210103,0.6700228833,0,0.599096
,0.5738819632,0,0.206776,0.6607932876,0,0.584087
,0.5971580507,0,0.194505,0.6794050343,0,0.579006
,0.6867753465,0,0.183395,0.7170861937,0,0.570791
,0.8074274257,0,0.175232,0.7994660564,0,0.551379
,0.8772556883,0,0.170146,0.8756674294,0,0.517092
,0.8927730799,0.067126,0.162294,0.9022120519,0,0.483487
,0.9018394211,0.184019,0.15305,0.8985507246,0.031696,0.461499
,0.9134338767,0.304866,0.137293,0.8900839054,0.079554,0.446137
,0.9046290646,0.394485,0.112974,0.8881769641,0.153238,0.443093
,0.8749019266,0.408927,0.091606,0.8776506484,0.244096,0.432541
,0.8728968704,0.35976,0.082472,0.8799389779,0.259462,0.400775
,0.8696713451,0.25436,0.07738,0.8707856598,0.200253,0.349396
,0.8747275739,0.10778,0.07931,0.87467582,0.071312,0.298996
,0.9219771598,0.0024,0.0897,0.8694126621,0.004386,0.261714
,0.9324383227,0,0.097658,0.9327993898,0,0.231086
,0.9007061285,0,0.094612,0.9446987033,0,0.215418
,0.8429082033,0,0.08576,0.9019832189,0,0.22166
,0.7829308691,0,0.075083,0.8595728452,0,0.252622
,0.7329788161,0,0.065665,0.8163234172,0,0.302362
,0.7143230756,0,0.056728,0.8282227307,0,0.356894
,0.6615813791,0,0.047346,0.8129672006,0,0.424117
,0.6262749542,0,0.0402,0.75064836,0,0.499705
,0.5961119344,0,0.038438,0.6999237223,0,0.568297
,0.5861738297,0,0.045682,0.6723874905,0,0.625801
,0.5817278354,0,0.062881,0.6610983982,0,0.672193
,0.6090140354,0,0.083764,0.668115942,0,0.716993
,0.6900880481,0,0.113943,0.7042715484,0,0.750506
,0.8081248365,0,0.154571,0.7858886346,0,0.777212
,0.8829221515,0.000009,0.198913,0.8606407323,0,0.800869
,0.8955627234,0.059474,0.237378,0.8942791762,0.000007,0.822708
,0.9072443553,0.139784,0.266344,0.8980167811,0.01975,0.836757
,0.9150902275,0.207921,0.29141,0.8987032799,0.040265,0.843803
,0.9137825822,0.262834,0.305059,0.9096872616,0.064397,0.844489
,0.8844041496,0.282589,0.30429,0.8945842868,0.060902,0.838566
,0.8876296748,0.259873,0.29988,0.8987795576,0.054977,0.824432
,0.8803068608,0.195584,0.301956,0.888863463,0.050304,0.795526
,0.8897219074,0.086332,0.317774,0.8920671243,0.029035,0.760225
,0.9289512684,0.002121,0.345242,0.893440122,0.002247,0.726622
,0.9367971406,0,0.361516,0.9449275362,0,0.691228
,0.9014907157,0,0.379819,0.9485888635,0,0.656801
,0.8437799669,0,0.406115,0.9138825324,0,0.624006
,0.785807689,0,0.431427,0.8663615561,0,0.589192
,0.7286199983,0,0.451883,0.8191456903,0,0.5514
,0.7202510679,0,0.485349,0.833180778,0,0.523787
,0.6656786679,0,0.513379,0.8223493516,0,0.509774
,0.62182896,0,0.542096,0.7676582761,0,0.499718
,0.5960247581,0,0.568909,0.7215102975,0,0.483852
,0.5839072444,0,0.598696,0.6947368421,0,0.464707
,0.5792868974,0,0.634166,0.6876430206,0,0.441857
,0.6084038009,0,0.687784,0.6986270023,0,0.409058
,0.6906982826,0,0.709917,0.7250953471,0,0.380456
,0.8094324819,0,0.705814,0.8087719298,0,0.355087
,0.8823990934,0,0.68404,0.8874904653,0,0.333786
,0.9081161189,0.038498,0.648343,0.9115179252,0,0.309677
,0.9100339988,0.147806,0.593246,0.9011441648,0.016085,0.279552
,0.9139569349,0.315057,0.551427,0.8925247902,0.053778,0.252022
,0.8931217854,0.4368,0.535958,0.8956521739,0.104584,0.237706
,0.8626972365,0.471365,0.515982,0.8753623188,0.196472,0.241908
,0.8474413739,0.425294,0.4672,0.8710144928,0.246695,0.249877
,0.8408159707,0.311134,0.381649,0.8618611747,0.204196,0.255067
,0.8493592538,0.135982,0.34035,0.8603356217,0.075822,0.252833
,0.889373202,0.002841,0.333881,0.8649122807,0.00449,0.252321
,0.9021881266,0,0.332573,0.9217391304,0,0.257287
,0.8817016825,0,0.332875,0.9226544622,0,0.260357
,0.825298579,0,0.328777,0.8829138063,0,0.265266
,0.7663673612,0,0.313851,0.847826087,0,0.272586
,0.7156307209,0,0.29224,0.8028985507,0,0.281156
,0.7065643797,0,0.268551,0.8257818459,0,0.290137
,0.657396914,0,0.239083,0.8261632342,0,0.29398
,0.6245314271,0,0.210405,0.7637681159,0,0.295597
,0.596983698,0,0.182572,0.7161708619,0,0.293137
,0.5774561939,0,0.159968,0.6892448513,0,0.290772
,0.5568825734,0,0.144647,0.6626239512,0,0.289156
,0.5657745619,0,0.132654,0.64935164,0,0.288206
,0.593322291,0,0.128774,0.6544622426,0,0.287468
,0.6378694098,0,0.126178,0.67597254,0,0.282165
,0.7012466219,0.000008,0.123987,0.6910755149,0,0.27501
,0.739517043,0.0738,0.123489,0.7444698703,0.000107,0.267975
,0.7678493593,0.179492,0.108641,0.777955759,0.02105,0.267743
,0.7750849969,0.254836,0.08368,0.7958810069,0.058945,0.285517
,0.7709005318,0.305859,0.094592,0.7974828375,0.140671,0.316805
,0.7334146979,0.322512,0.120943,0.7980930587,0.207361,0.346101
,0.7253072967,0.282464,0.137187,0.8043478261,0.191782,0.35704
,0.7181588353,0.184176,0.162207,0.7720061022,0.127159,0.351903
,0.7225176532,0.059505,0.214238,0.7579710145,0.075785,0.344819
,0.7719466481,0.001521,0.273182,0.7607170099,0.014607,0.330684
,0.796530381,0,0.310908,0.8221205187,0,0.314122
,0.7678493593,0,0.342955,0.847597254,0,0.28708
,0.7236509459,0,0.384065,0.8235697941,0,0.248846
,0.6805858251,0,0.43193,0.7803203661,0,0.200035
,0.6416179932,0,0.486595,0.7462242563,0,0.145891
,0.6394385843,0,0.582011,0.7606407323,0,0.102468
,0.5922761747,0,0.681077,0.7704042715,0,0.068472
,0.5622875076,0,0.746583,0.7339435545,0,0.055861
,0.5341295441,0,0.777987,0.6989321129,0,0.064513
,0.5266323773,0,0.779641,0.6707093822,0,0.078321
,0.5139046291,0,0.765315,0.6477498093,0,0.083385
,0.5180019179,0,0.71105,0.6420289855,0,0.075878
,0.5293348444,0,0.656147,0.6374523265,0,0.067493
,0.5476418795,0,0.624462,0.6440122044,0,0.066403
,0.5965478162,0.000366,0.603871,0.6578184592,0,0.076182
,0.6449306948,0.104938,0.562507,0.6870327994,0.000392,0.093559
,0.6811960596,0.246203,0.475009,0.7173913043,0.038734,0.118195
,0.7029901491,0.388778,0.425441,0.7355453852,0.142615,0.13645
,0.7072617906,0.46057,0.44043,0.7515636918,0.307643,0.158092
,0.6648940807,0.444998,0.450186,0.7596491228,0.415961,0.187638
,0.6471972801,0.362363,0.404823,0.7279938978,0.433831,0.226625
,0.6312440066,0.257345,0.309537,0.7064073227,0.365329,0.267965
,0.6290645977,0.131665,0.252817,0.7052631579,0.220471,0.31375
,0.6928776916,0.01056,0.266098,0.7160183066,0.040955,0.365241
,0.7308865836,0,0.269156,0.7941266209,0,0.415318
,0.7298404673,0,0.255619,0.8355453852,0,0.455065
,0.7101386104,0,0.245477,0.8248665141,0,0.478862
,0.6726527766,0,0.245533,0.8011441648,0,0.488034
,0.6532996251,0,0.244637,0.7657513349,0,0.48808
,0.6551303287,0,0.213705,0.7697177727,0,0.496282
,0.6189521402,0,0.177208,0.7680396644,0,0.505097
,0.5937581728,0,0.144706,0.7189168574,0,0.515012
,0.5732717287,0,0.115715,0.682761251,0,0.536946
,0.5636823294,0,0.090186,0.6537757437,0,0.570066
,0.5601080987,0,0.067839,0.6377574371,0,0.6087
,0.5940197019,0,0.052954,0.6402745995,0,0.636551
,0.6894778136,0,0.043536,0.684286804,0,0.632724
,0.8239037573,0,0.040793,0.7829900839,0,0.58938
,0.885973324,0.000181,0.046858,0.8630053394,0,0.514248
,0.9001830704,0.133707,0.04908,0.8968726163,0,0.440583
,0.9062854154,0.283138,0.040174,0.9019832189,0.014052,0.391966
,0.9044547119,0.38973,0.039655,0.8864988558,0.042493,0.338059
,0.8932961381,0.451912,0.050276,0.8942028986,0.070962,0.294599
,0.8687124052,0.454958,0.058269,0.8796338673,0.10329,0.282227
,0.86548688,0.400618,0.064285,0.8801678108,0.125861,0.280619
,0.858425595,0.280132,0.068195,0.86331045,0.145225,0.277092
,0.8676662889,0.121471,0.081395,0.8569031274,0.081747,0.277467
,0.9163978729,0.002621,0.102664,0.8592677346,0.008779,0.304831
,0.9351407898,0,0.119268,0.9282990084,0,0.335069
,0.908377648,0,0.12638,0.9485125858,0,0.35674
,0.8540667771,0,0.134802,0.9072463768,0,0.375523
,0.7921715631,0,0.153363,0.8565980168,0,0.386796
,0.7352454014,0,0.180171,0.8050343249,0,0.392875
,0.724174004,0,0.20231,0.8215865751,0,0.381914
,0.6709964258,0,0.217177,0.812890923,0,0.365041
,0.6384796443,0,0.229949,0.7551487414,0,0.348602
,0.610147328,0,0.248285,0.7119755912,0,0.325368
,0.5975067562,0,0.268965,0.6864988558,0,0.296022
,0.588440415,0,0.285289,0.6681922197,0,0.269976
,0.6151163804,0,0.283177,0.6726163234,0,0.258673
,0.7017696801,0,0.281505,0.7115179252,0,0.258751
,0.8168424723,0,0.289954,0.7991609458,0,0.261677
,0.8958242525,0,0.305255,0.8747520976,0,0.258434
,0.9116031732,0.01223,0.318006,0.901754386,0,0.243796
,0.9208438671,0.040922,0.328745,0.9035850496,0.011811,0.220211
,0.9282538576,0.065173,0.356483,0.9037376049,0.041583,0.188659
,0.9267718595,0.083875,0.376421,0.9170861937,0.071213,0.165211
,0.9111672914,0.097074,0.373547,0.9,0.085575,0.151816
,0.9098596461,0.078982,0.368249,0.8981693364,0.097698,0.14666
,0.9089007061,0.045503,0.379018,0.8915331808,0.07141,0.150954
,0.9099468224,0.013303,0.406652,0.8935163997,0.032859,0.155862
,0.9324383227,0.000042,0.433562,0.8989321129,0.003168,0.165525
,0.9358382007,0,0.451022,0.9525553013,0,0.17481
,0.9100339988,0,0.457097,0.9608695652,0,0.168866
,0.8480516084,0,0.449532,0.9179252479,0,0.158246
,0.7861563944,0,0.423521,0.8694889397,0,0.151559
,0.7307122308,0,0.3818,0.8242562929,0,0.156902
,0.7177229535,0,0.307331,0.8374523265,0,0.18052
,0.6700374858,0,0.235753,0.8271548436,0,0.214163
,0.6425769331,0,0.182599,0.7713196034,0,0.250049
,0.6274954232,0,0.155854,0.7365369947,0,0.287164
,0.6114549734,0,0.16407,0.7090770404,0,0.32689
,0.619649551,0,0.202735,0.6903127384,0,0.367001
,0.6545200942,0,0.259606,0.6980167811,0,0.402611
,0.737076105,0,0.311071,0.7311975591,0,0.442487
,0.8518873681,0,0.347296,0.8066361556,0,0.481256
,0.8884142621,0.000014,0.373641,0.8830663616,0,0.516599
,0.8919013164,0.053023,0.378504,0.9216628528,0.000008,0.540842
,0.8961729579,0.156395,0.357629,0.9262395118,0.009225,0.555426
,0.8946037835,0.282117,0.332356,0.9322654462,0.024655,0.547308
,0.8854502659,0.388252,0.346323,0.9426392067,0.039925,0.536641
,0.8718507541,0.429552,0.340466,0.9280701754,0.053989,0.525039
,0.8662714672,0.384005,0.295895,0.9292906178,0.052218,0.508598
,0.8631331183,0.278894,0.221545,0.9136536995,0.03305,0.491713
,0.8617382966,0.132209,0.155187,0.9144927536,0.014194,0.469564
,0.9097724697,0.01086,0.131463,0.9180778032,0.000317,0.450067
,0.9299102084,0,0.108318,0.9618611747,0,0.456535
,0.8953011943,0,0.088749,0.9664378337,0,0.482263
,0.8503181937,0,0.07864,0.9257055683,0,0.514152
,0.7954842647,0,0.074779,0.8714721587,0,0.538091
,0.775346526,0,0.06999,0.8324180015,0,0.557401
,0.7273123529,0,0.059307,0.8463768116,0,0.562464
,0.6667247842,0,0.047168,0.8382913806,0,0.565915
,0.6456281057,0,0.038553,0.7768115942,0,0.573902
,0.6250544852,0,0.044531,0.7339435545,0,0.586483
,0.6115421498,0,0.075679,0.7054157132,0,0.601758
,0.6026501613,0,0.120857,0.6829138063,0,0.60954
,0.6248801325,0,0.158145,0.6868802441,0,0.618627
,0.7117949612,0,0.19539,0.7210526316,0,0.618536
,0.8367186819,0,0.235833,0.807856598,0,0.613208
,0.8969575451,0.000014,0.263292,0.8819221968,0,0.599807
,0.910818586,0.039964,0.259034,0.9060259344,0,0.581878
,0.9167465783,0.117425,0.239276,0.9074752098,0.021036,0.555129
,0.9214541016,0.184112,0.264416,0.9090007628,0.048725,0.52427
,0.9106442333,0.254595,0.325428,0.9196796339,0.041836,0.502025
,0.8831836806,0.303042,0.366722,0.9099160946,0.041201,0.498841
,0.8789992154,0.28451,0.384988,0.91266209,0.040773,0.490736
,0.8755121611,0.205519,0.391305,0.907856598,0.03122,0.487616
,0.8813529771,0.083304,0.424311,0.8958047292,0.034861,0.487322
,0.9177055183,0.00171,0.477783,0.8815408085,0.008636,0.520197
,0.9349664371,0,0.517712,0.9398932113,0,0.561405
,0.9138697585,0,0.54702,0.9615560641,0,0.601839
,0.854764188,0,0.565138,0.9194508009,0,0.636516
,0.7909510941,0,0.568989,0.8723874905,0,0.671572
,0.7335890506,0,0.564358,0.8254004577,0,0.6967
,0.7239996513,0,0.560232,0.8356216629,0,0.718653
,0.665940197,0,0.557617,0.82532418,0,0.726623
,0.6347310609,0,0.554114,0.771624714,0,0.731253
,0.6112806207,0,0.54538,0.7273073989,0,0.72757
,0.5958504054,0,0.524717,0.696720061,0,0.724216
,0.5853020661,0,0.486565,0.6884820748,0,0.715642
,0.6143317932,0,0.447434,0.6948893974,0,0.708741
,0.6906982826,0,0.398874,0.7221205187,0,0.697515
,0.8098683637,0,0.338124,0.8057971014,0,0.68715
,0.8803068608,0,0.284569,0.8780320366,0,0.675107
,0.9014907157,0.016069,0.233272,0.9123569794,0,0.669813
,0.902536832,0.062342,0.182004,0.9118230359,0.017248,0.660636
,0.9072443553,0.111878,0.15647,0.9074752098,0.050984,0.657239
,0.8845785023,0.140636,0.15392,0.9067887109,0.082344,0.652816
,0.8576410078,0.143177,0.152674,0.8786422578,0.114205,0.652703
,0.8486618429,0.115331,0.157628,0.8820747521,0.154538,0.64474
,0.8378519745,0.063361,0.170851,0.8688024409,0.125594,0.632409
,0.8424723215,0.021364,0.189069,0.8727688787,0.064165,0.616871
,0.8799581553,0.00163,0.185089,0.880778032,0.008286,0.594668
,0.8982651905,0,0.171445,0.9321891686,0,0.568964
,0.866968878,0,0.158526,0.9318077803,0,0.538015
,0.8076017784,0,0.143558,0.8838291381,0,0.497767
,0.7505012641,0,0.124329,0.8426392067,0,0.451081
,0.7050823817,0,0.107653,0.8029748284,0,0.40199
,0.7067387325,0,0.106846,0.8152555301,0,0.363441
,0.6480690437,0,0.110576,0.8179252479,0,0.327469
,0.612326737,0,0.107705,0.7643020595,0,0.299178
,0.5851277134,0,0.097671,0.7189168574,0,0.286066
,0.5621131549,0,0.086891,0.6845919146,0,0.291509
,0.5526109319,0,0.080804,0.6620900076,0,0.306761
,0.5591491587,0,0.078267,0.6503432494,0,0.330313
,0.5867840642,0,0.081574,0.6510297483,0,0.359815
,0.6322029466,0,0.089824,0.6728451564,0,0.389153
,0.6946212187,0.000009,0.101252,0.6948893974,0,0.418105
,0.7429169209,0.036848,0.107635,0.734706331,0.000291,0.44623
,0.7673263011,0.098889,0.101215,0.765293669,0.030717,0.470379
,0.7872025107,0.145789,0.124327,0.777955759,0.111895,0.483333
,0.7888588615,0.157996,0.172984,0.7887871854,0.206496,0.489518
,0.7578240781,0.166579,0.219501,0.7820747521,0.251615,0.48801
,0.7434399791,0.151835,0.254632,0.7749046529,0.206891,0.47435
,0.7317583471,0.097496,0.274278,0.7544622426,0.145748,0.454784
,0.7379478685,0.033604,0.305168,0.7461479786,0.074899,0.43077
,0.7770028768,0.000795,0.324248,0.7503432494,0.013847,0.41751
,0.7890332142,0,0.343049,0.8115179252,0,0.417201
,0.7620957196,0,0.37582,0.8424103738,0,0.417394
,0.7227791823,0,0.422281,0.8096872616,0,0.416692
,0.6750065382,0,0.467647,0.7733790999,0,0.415479
,0.6288030686,0,0.504784,0.7396643783,0,0.410375
,0.6335977683,0,0.521022,0.747826087,0,0.400235
,0.5895737076,0,0.514289,0.7605644546,0,0.381781
,0.5593235115,0,0.491482,0.7162471396,0,0.357991
,0.5291604917,0,0.464125,0.6734553776,0,0.330924
,0.5113765147,0,0.438961,0.6380625477,0,0.306114
,0.5049254642,0,0.408685,0.6170861937,0,0.285721
,0.5044024061,0,0.408188,0.6108314264,0,0.274831
,0.520704385,0,0.41741,0.6131197559,0,0.266204
,0.5431958853,0,0.428976,0.6235697941,0,0.259714
,0.5893993549,0.000033,0.451471,0.634706331,0,0.255999
,0.6320285938,0.042487,0.469281,0.6661327231,0.000433,0.250715
,0.671781013,0.121082,0.472783,0.7046529367,0.024863,0.237126
,0.6957545114,0.187162,0.462353,0.7367658276,0.085629,0.206633
,0.6971493331,0.222034,0.458498,0.7552250191,0.173876,0.1805
,0.6608839683,0.213868,0.461748,0.7705568268,0.209389,0.163031
