demand_th,demand_el,pv,wind
0.2983471149,0.8244564799,2.22E-001,5.08E-003
0.2770327689,0.8420775687,3.82E-001,5.06E-003
0.2642448856,0.8589029493,4.67E-001,8.37E-002
0.256127093,0.8584665931,3.21E-001,2.99E-002
0.2549524913,0.8446957057,5.31E-001,3.00E-002
0.2589620391,0.8316178547,5.25E-002,3.00E-002
0.2677427087,0.8259708925,2.34E-002,5.05E-003
0.2775301242,0.8435791473,0.00E+000,5.07E-003
0.2933761694,0.8846479632,0.00E+000,5.10E-003
0.3062412067,0.8786416489,0.00E+000,3.05E-002
0.2953162858,0.85050951,0.00E+000,3.06E-002
0.2754339962,0.8057445006,0.00E+000,3.06E-002
0.2359839151,0.7825791216,0.00E+000,3.07E-002
0.1693646938,0.773261634,0.00E+000,3.07E-002
0.1625716563,0.721771606,0.00E+000,3.08E-002
0.1655940671,0.6783926692,0.00E+000,3.08E-002
0.1700881514,0.6522369671,0.00E+000,3.09E-002
0.1773041705,0.6348212223,0.00E+000,8.60E-002
0.1901486592,0.6313047049,0.00E+000,8.61E-002
0.2237509635,0.6394414641,0.00E+000,8.61E-002
0.2962577996,0.6531866834,0.00E+000,8.62E-002
0.3471333528,0.6982982109,0.00E+000,3.10E-002
0.3351252995,0.7760209451,0.00E+000,8.63E-002
0.315651352,0.8124695192,5.40E-002,5.21E-003
0.2983471149,0.8300521061,2.42E-001,1.50E-004
0.2770327689,0.8477887009,4.19E-001,1.49E-004
0.2642448856,0.8643574014,5.21E-001,1.47E-004
0.256127093,0.8597114916,5.66E-001,0.00E+000
0.2549524913,0.8486485793,6.08E-001,0.00E+000
0.2589620391,0.8378680151,2.94E-002,0.00E+000
0.2677427087,0.8339664776,1.45E-002,0.00E+000
0.2775301242,0.8514848944,0.00E+000,0.00E+000
0.2933761694,0.886611566,0.00E+000,5.07E-003
0.3062412067,0.8873046023,0.00E+000,3.03E-002
0.2953162858,0.8572216946,0.00E+000,3.03E-002
0.2754339962,0.8105700865,0.00E+000,8.47E-002
0.2359839151,0.788572602,0.00E+000,8.50E-002
0.1693646938,0.7815010652,0.00E+000,3.06E-002
0.1625716563,0.7304345594,0.00E+000,8.52E-002
0.1794790773,0.688056675,0.00E+000,3.08E-002
0.1843499891,0.6595780179,0.00E+000,3.06E-002
0.1921710692,0.6419055931,0.00E+000,1.49E-004
0.2060925642,0.6386842578,0.00E+000,8.54E-002
0.2425124111,0.6445108961,0.00E+000,3.07E-002
0.3210989225,0.6612977746,0.00E+000,5.16E-003
0.3762403747,0.7057804358,0.00E+000,1.49E-004
0.3632254499,0.7811288791,0.00E+000,3.08E-002
0.3421186181,0.8265227547,4.77E-002,3.08E-002
0.3233634261,0.8460561103,2.13E-001,3.07E-002
0.300261879,0.8649862676,4.19E-001,5.12E-003
0.2864017358,0.884057599,5.40E-001,1.46E-004
0.2776032688,0.8806565877,5.79E-001,1.44E-004
0.2763301771,0.8696578454,6.14E-001,4.99E-003
0.2806759242,0.8586462692,3.20E-002,1.44E-004
0.2901928502,0.8566313304,1.61E-002,5.00E-003
0.3008009374,0.8670525424,0.00E+000,3.00E-002
0.3179756685,0.8959547216,0.00E+000,1.90E-001
0.331919435,0.8898585693,0.00E+000,1.90E-001
0.320078463,0.860840884,0.00E+000,1.90E-001
0.2985290497,0.8127005313,0.00E+000,1.90E-001
0.2557710917,0.7913832491,0.00E+000,3.39E-001
0.1835658699,0.7872892015,0.00E+000,1.90E-001
0.1762032383,0.7376087682,0.00E+000,1.90E-001
0.1727600376,0.6947175236,0.00E+000,1.90E-001
0.1774486003,0.6629918632,0.00E+000,1.89E-001
0.1849768878,0.646987859,0.00E+000,8.31E-002
0.198377213,0.6430734875,0.00E+000,8.28E-002
0.2334336342,0.6401601684,0.00E+000,1.87E-001
0.3090781543,0.6462306527,0.00E+000,1.86E-001
0.3621553123,0.6718858287,0.00E+000,2.95E-002
0.3496276187,0.7310890937,0.00E+000,1.85E-001
0.3293109494,0.7714520393,2.48E-003,8.17E-002
0.3112578832,0.7923329654,1.57E-002,1.85E-001
0.2890211734,0.8122256731,3.47E-002,3.27E-001
0.2756799032,0.830013604,1.82E-002,3.26E-001
0.2672108186,0.827344131,1.82E-002,3.26E-001
0.2659853869,0.8042557561,1.41E-002,3.26E-001
0.2701684451,0.7869170153,6.62E-003,3.26E-001
0.2793290922,0.7832849919,2.48E-003,3.26E-001
0.2895400515,0.8009959188,0.00E+000,3.26E-001
0.3060718235,0.8418722246,0.00E+000,1.83E-001
0.3194935864,0.835006032,0.00E+000,8.09E-002
0.308095897,0.8073872533,0.00E+000,1.83E-001
0.2873532149,0.7647141867,0.00E+000,3.25E-001
0.2461959584,0.750109089,0.00E+000,3.25E-001
0.1766938357,0.7573731359,0.00E+000,3.25E-001
0.1696068341,0.7187556149,0.00E+000,1.83E-001
0.1469452338,0.6851305218,0.00E+000,1.83E-001
0.1500444621,0.6569598809,0.00E+000,8.07E-002
0.1569258683,0.6387612618,0.00E+000,8.07E-002
0.1740503842,0.6264791191,0.00E+000,8.08E-002
0.2175136794,0.6193177443,0.00E+000,8.08E-002
0.2993166845,0.6026207038,0.00E+000,2.91E-002
0.3541620446,0.5818296157,0.00E+000,2.91E-002
0.3316082816,0.6155830488,0.00E+000,4.88E-003
0.3062301219,0.6682538053,4.96E-003,4.89E-003
0.2851263663,0.7068969943,1.57E-002,4.89E-003
0.2630026701,0.7332195385,2.73E-002,1.42E-004
0.2502968704,0.7513154855,2.73E-002,4.90E-003
0.2435902264,0.7493647168,2.98E-002,4.90E-003
0.2437331516,0.731833466,2.56E-002,1.42E-004
0.246778243,0.7171513643,2.07E-002,1.42E-004
0.2542671496,0.7202828615,6.62E-003,4.90E-003
0.2675343843,0.7444492928,0.00E+000,1.42E-004
0.2856671632,0.7953361226,0.00E+000,1.42E-004
0.297276272,0.7922302934,0.00E+000,1.42E-004
0.2837494791,0.7607998152,0.00E+000,4.91E-003
0.2626769986,0.7160989758,0.00E+000,4.92E-003
0.2184679538,0.7017633923,0.00E+000,4.92E-003
0.1507227637,0.7167278421,0.00E+000,4.92E-003
0.1441735159,0.6884545291,0.00E+000,1.42E-004
0.1237197599,0.652159963,0.00E+000,4.92E-003
0.1263291388,0.6169049514,0.00E+000,1.42E-004
0.1321229022,0.5937395724,0.00E+000,1.42E-004
0.1465407975,0.585166457,0.00E+000,4.92E-003
0.1831344883,0.5731794964,0.00E+000,4.93E-003
0.2520080944,0.5508483277,0.00E+000,2.94E-002
0.2981848543,0.5134115352,0.00E+000,1.43E-004
0.2791958332,0.5246156216,0.00E+000,1.43E-004
0.2578288263,0.5588952489,4.96E-003,1.43E-004
0.2400606312,0.6076644678,1.57E-002,1.43E-004
0.2214337026,0.6471547011,2.73E-002,1.43E-004
0.210736122,0.6894684155,5.54E-002,1.43E-004
0.2050894987,0.6841038014,3.47E-002,4.93E-003
0.2052098338,0.6559588285,4.38E-002,1.43E-004
0.2077736323,0.6378243795,2.32E-002,1.43E-004
0.2140788775,0.6312790369,6.62E-003,4.94E-003
0.2252491553,0.6599887061,0.00E+000,4.94E-003
0.2405159524,0.7341050848,0.00E+000,4.94E-003
0.2502901799,0.7573474679,0.00E+000,1.43E-004
0.2389013683,0.7469262558,0.00E+000,4.94E-003
0.2211595052,0.7148284094,0.00E+000,4.95E-003
0.1839379346,0.7162786519,0.00E+000,4.95E-003
0.1269002312,0.7362611977,0.00E+000,1.43E-004
0.1213861267,0.7001848097,0.00E+000,1.43E-004
0.1655940671,0.6671500809,0.00E+000,1.44E-004
0.1700881514,0.6454991145,0.00E+000,1.44E-004
0.1773041705,0.6332554737,0.00E+000,0.00E+000
0.1901486592,0.6295079442,0.00E+000,4.97E-003
0.2237509635,0.636617983,0.00E+000,1.44E-004
0.2962577996,0.6708719423,0.00E+000,1.44E-004
0.3471333528,0.7376087682,0.00E+000,0.00E+000
0.3351252995,0.8535640032,0.00E+000,1.43E-004
0.315651352,0.8859185297,4.96E-003,4.96E-003
0.2983471149,0.8851484894,1.41E-002,0.00E+000
0.2770327689,0.8926435483,2.32E-002,1.43E-004
0.2642448856,0.9005749634,3.23E-002,1.43E-004
0.256127093,0.896801766,3.47E-002,1.43E-004
0.2549524913,0.8932210786,2.32E-002,1.43E-004
0.2589620391,0.8810544418,1.41E-002,1.43E-004
0.2677427087,0.8744705973,4.96E-003,1.44E-004
0.2775301242,0.8831977207,0.00E+000,1.44E-004
0.2933761694,0.9341872225,0.00E+000,4.96E-003
0.3062412067,0.9287327703,0.00E+000,1.44E-004
0.2953162858,0.90713314,0.00E+000,1.44E-004
0.2754339962,0.863497523,0.00E+000,0.00E+000
0.2359839151,0.8358145743,0.00E+000,1.44E-004
0.1693646938,0.8254318643,0.00E+000,1.44E-004
0.1625716563,0.7815010652,0.00E+000,4.97E-003
0.1154860344,0.7510844734,0.00E+000,4.98E-003
0.1179217554,0.7363638697,0.00E+000,1.44E-004
0.1233299357,0.7259811597,0.00E+000,1.44E-004
0.1367882996,0.7157652917,0.00E+000,1.44E-004
0.1709466284,0.7171513643,0.00E+000,1.44E-004
0.2352365983,0.718960959,0.00E+000,1.44E-004
0.2783402294,0.7909853949,0.00E+000,1.43E-004
0.2606149545,0.881477964,0.00E+000,1.43E-004
0.2406699522,0.904656177,4.96E-003,4.96E-003
0.2240842557,0.8968146,1.41E-002,1.43E-004
0.2066969757,0.9035652866,1.82E-002,1.43E-004
0.1967113342,0.9116378757,2.07E-002,4.96E-003
0.1914405016,0.9080186863,1.82E-002,4.96E-003
0.1915528283,0.9017300239,1.41E-002,1.43E-004
0.1939460024,0.8915911599,9.10E-003,1.43E-004
0.1998316246,0.884057599,4.96E-003,1.43E-004
0.2102585046,0.8915269899,0.00E+000,0.00E+000
0.2245092746,0.9397700146,0.00E+000,0.00E+000
0.2336330134,0.9359711492,0.00E+000,1.43E-004
0.2230021434,0.9110346775,0.00E+000,1.43E-004
0.2064410265,0.8627659848,0.00E+000,0.00E+000
0.1716966041,0.8400241279,0.00E+000,1.44E-004
0.1184548408,0.8328114171,0.00E+000,1.44E-004
0.1133077078,0.786018635,0.00E+000,1.44E-004
0.1469452338,0.7494032188,0.00E+000,1.44E-004
0.1500444621,0.7278549244,0.00E+000,4.96E-003
0.1569258683,0.7117482482,0.00E+000,4.96E-003
0.1740503842,0.703714161,0.00E+000,2.97E-002
0.2175136794,0.7072820144,0.00E+000,1.44E-004
0.2993166845,0.7310377576,0.00E+000,8.28E-002
0.3541620446,0.7980697657,0.00E+000,4.99E-003
0.3316082816,0.8858671937,0.00E+000,5.01E-003
0.3062301219,0.9099694551,1.41E-002,5.01E-003
0.2851263663,0.9030647604,2.98E-002,5.03E-003
0.2630026701,0.9088272286,4.13E-002,1.45E-004
0.2502968704,0.9158859314,5.04E-002,1.45E-004
0.2435902264,0.9096101029,5.95E-002,1.45E-004
0.2437331516,0.9027952463,4.80E-002,1.44E-004
0.246778243,0.8949023332,3.23E-002,4.99E-003
0.2542671496,0.8907954516,1.41E-002,4.98E-003
0.2675343843,0.9073769861,0.00E+000,1.44E-004
0.2856671632,0.9530788778,0.00E+000,4.98E-003
0.297276272,0.9433122,0.00E+000,4.97E-003
0.2837494791,0.912305244,0.00E+000,4.98E-003
0.2626769986,0.8613927462,0.00E+000,2.96E-002
0.2184679538,0.8372006468,0.00E+000,2.95E-002
0.1507227637,0.8238917837,0.00E+000,2.94E-002
0.1441735159,0.7699504607,0.00E+000,2.93E-002
0.1655940671,0.7315511178,0.00E+000,8.15E-002
0.1700881514,0.7050232295,0.00E+000,2.93E-002
0.1773041705,0.6871454606,0.00E+000,2.93E-002
0.1901486592,0.6810621423,0.00E+000,8.15E-002
0.2237509635,0.6865165944,0.00E+000,8.15E-002
0.2962577996,0.7074873585,0.00E+000,2.93E-002
0.3471333528,0.7793577864,0.00E+000,2.93E-002
0.3351252995,0.8695295054,0.00E+000,8.15E-002
0.315651352,0.8987525347,6.62E-003,2.93E-002
0.2983471149,0.8949665032,2.07E-002,2.93E-002
0.2770327689,0.9026412382,2.56E-002,2.92E-002
0.2642448856,0.9120742319,3.23E-002,2.92E-002
0.256127093,0.904720347,1.82E-002,2.92E-002
0.2549524913,0.8985856927,1.57E-002,2.92E-002
0.2589620391,0.8890243589,9.10E-003,2.92E-002
0.2677427087,0.8810416078,2.48E-003,8.14E-002
0.2775301242,0.8896788932,0.00E+000,2.92E-002
0.2933761694,0.9312739033,0.00E+000,4.90E-003
0.3062412067,0.9257937832,0.00E+000,4.90E-003
0.2953162858,0.9013450037,0.00E+000,1.42E-004
0.2754339962,0.85566878,0.00E+000,1.42E-004
0.2359839151,0.8296285839,0.00E+000,1.42E-004
0.1693646938,0.8171667651,0.00E+000,1.42E-004
0.1625716563,0.7646115147,0.00E+000,0.00E+000
0.1154860344,0.721707436,0.00E+000,0.00E+000
0.1179217554,0.7016222182,0.00E+000,1.42E-004
0.1233299357,0.6879155009,0.00E+000,0.00E+000
0.1367882996,0.6815626684,0.00E+000,4.92E-003
0.1709466284,0.6900331117,0.00E+000,2.94E-002
0.2352365983,0.7103108396,0.00E+000,0.00E+000
0.2783402294,0.7821042635,0.00E+000,1.42E-004
0.2606149545,0.87114659,0.00E+000,4.92E-003
0.2406699522,0.9006776355,6.62E-003,4.93E-003
0.2240842557,0.8985856927,2.73E-002,4.93E-003
0.2066969757,0.9070304679,5.29E-002,4.93E-003
0.1967113342,0.9086860546,7.36E-002,4.92E-003
0.1914405016,0.9003567853,5.95E-002,4.91E-003
0.1915528283,0.8820426602,2.98E-002,4.91E-003
0.1939460024,0.863484689,3.64E-002,4.90E-003
0.1998316246,0.8529094689,6.62E-003,1.42E-004
0.2102585046,0.8683359429,0.00E+000,4.91E-003
0.2245092746,0.9257424472,0.00E+000,4.92E-003
0.2336330134,0.9221104238,0.00E+000,2.93E-002
0.2230021434,0.8860853718,0.00E+000,4.92E-003
0.2064410265,0.8309248184,0.00E+000,4.92E-003
0.1716966041,0.8108010986,0.00E+000,4.93E-003
0.1184548408,0.8136245797,0.00E+000,2.94E-002
0.1133077078,0.7811160451,0.00E+000,2.94E-002
0.1237197599,0.7513539875,0.00E+000,2.95E-002
0.1263291388,0.7287148027,0.00E+000,4.96E-003
0.1321229022,0.7125824585,0.00E+000,2.96E-002
0.1465407975,0.6944736775,0.00E+000,4.98E-003
0.1831344883,0.6793552196,0.00E+000,4.99E-003
0.2520080944,0.657306399,0.00E+000,2.98E-002
0.2981848543,0.631407377,0.00E+000,4.99E-003
0.2791958332,0.6645319438,0.00E+000,2.99E-002
0.2578288263,0.7073846865,5.24E-002,5.01E-003
0.2400606312,0.7425498601,1.98E-001,2.98E-002
0.2214337026,0.765381555,2.36E-001,4.97E-003
0.210736122,0.7760979491,2.98E-001,2.96E-002
0.2050894987,0.76802536,3.94E-001,4.91E-003
0.2052098338,0.74229318,3.53E-001,4.92E-003
0.2077736323,0.7202058574,6.04E-002,2.95E-002
0.2140788775,0.713801689,2.34E-002,1.43E-004
0.2252491553,0.7295875151,0.00E+000,2.96E-002
0.2405159524,0.8054364845,0.00E+000,2.96E-002
0.2502901799,0.8150876563,0.00E+000,1.86E-001
0.2389013683,0.7846838985,0.00E+000,8.25E-002
0.2211595052,0.739713545,0.00E+000,2.97E-002
0.1839379346,0.7263661798,0.00E+000,8.27E-002
0.1269002312,0.7455273493,0.00E+000,1.87E-001
0.1213861267,0.7171770323,0.00E+000,8.28E-002
0.1395121852,0.6858492261,0.00E+000,1.87E-001
0.1424546429,0.6590646577,0.00E+000,8.27E-002
0.1489879614,0.6425601273,0.00E+000,2.97E-002
0.1652462541,0.6290330861,0.00E+000,2.98E-002
0.2065110107,0.6173413075,0.00E+000,8.30E-002
0.2841761088,0.5908519213,0.00E+000,8.29E-002
0.3362471821,0.5450601915,0.00E+000,2.98E-002
0.3148342741,0.5559562617,0.00E+000,8.30E-002
0.2907398382,0.5982699761,6.03E-002,2.98E-002
0.2707035908,0.6475397212,2.35E-001,8.27E-002
0.2496989953,0.6847583357,3.95E-001,8.23E-002
0.2376359032,0.7187042789,4.95E-001,2.94E-002
0.2312685068,0.7055622578,5.26E-001,2.91E-002
0.2314042023,0.6774301188,5.05E-001,8.13E-002
0.2342952614,0.6574604071,4.41E-002,8.13E-002
0.2414053506,0.64942632,2.12E-002,2.92E-002
0.2540014781,0.6683436433,0.00E+000,2.93E-002
0.2712170322,0.7502759311,0.00E+000,8.17E-002
0.282238908,0.7789984343,0.00E+000,2.94E-002
0.2693963518,0.7665879514,0.00E+000,8.20E-002
0.2493897975,0.7406632614,0.00E+000,8.21E-002
0.2074170142,0.7411637876,0.00E+000,8.22E-002
0.1430986333,0.7665366154,0.00E+000,8.23E-002
0.1368806714,0.7377242742,0.00E+000,2.96E-002
0.1395121852,0.7117995842,0.00E+000,2.97E-002
0.1424546429,0.6955774019,0.00E+000,8.26E-002
0.1489879614,0.6785595113,0.00E+000,8.27E-002
0.1652462541,0.6658538464,0.00E+000,8.26E-002
0.2065110107,0.6682281373,0.00E+000,2.98E-002
0.2841761088,0.7057804358,0.00E+000,8.29E-002
0.3362471821,0.7877768937,0.00E+000,2.98E-002
0.3148342741,0.8853923355,0.00E+000,8.30E-002
0.2907398382,0.9084165405,5.99E-002,2.98E-002
0.2707035908,0.9058112375,2.41E-001,2.97E-002
0.2496989953,0.9093405888,3.93E-001,4.96E-003
0.2376359032,0.9107394954,4.79E-001,1.42E-004
0.2312685068,0.9065299417,4.97E-001,1.41E-004
0.2314042023,0.9008701455,1.63E-001,0.00E+000
0.2342952614,0.8902179214,2.98E-002,0.00E+000
0.2414053506,0.8793603532,9.10E-003,1.42E-004
0.2540014781,0.876228856,0.00E+000,4.90E-003
0.2712170322,0.938037424,0.00E+000,4.90E-003
0.282238908,0.9434918761,0.00E+000,2.93E-002
0.2693963518,0.9165404656,0.00E+000,4.90E-003
0.2493897975,0.8744705973,0.00E+000,2.93E-002
0.2074170142,0.84541441,0.00E+000,2.92E-002
0.1430986333,0.835006032,0.00E+000,2.92E-002
0.1368806714,0.7887907801,0.00E+000,4.90E-003
0.131751677,0.752586052,0.00E+000,2.92E-002
0.1345304574,0.7332837085,0.00E+000,2.92E-002
0.1407003534,0.7172027003,0.00E+000,2.92E-002
0.1560542619,0.7084242409,0.00E+000,2.92E-002
0.1950236241,0.7106060217,0.00E+000,2.91E-002
0.2683685216,0.7339895788,0.00E+000,2.92E-002
0.3175430881,0.804165918,0.00E+000,4.89E-003
0.2973212951,0.8965964219,0.00E+000,2.92E-002
0.2745671369,0.9208398573,2.56E-002,2.92E-002
0.2556454262,0.9218665777,1.53E-001,2.92E-002
0.2358092329,0.930529531,2.39E-001,8.11E-002
0.2244171627,0.9402320388,3.37E-001,8.07E-002
0.2184039591,0.9361764932,3.76E-001,2.88E-002
0.2185321065,0.9287199363,1.37E-001,2.89E-002
0.2212623474,0.9231243102,6.89E-002,2.89E-002
0.2279769307,0.920121153,3.67E-002,4.85E-003
0.2398723857,0.9206601812,0.00E+000,8.10E-002
0.2561303069,0.9575579455,0.00E+000,2.92E-002
0.2665390796,0.9502297287,0.00E+000,1.84E-001
0.2544109037,0.9210066994,0.00E+000,8.13E-002
0.2355172345,0.8702353757,0.00E+000,2.92E-002
0.1958792303,0.8447855438,0.00E+000,2.93E-002
0.1351386253,0.8243794759,0.00E+000,2.93E-002
0.1292665438,0.7694114325,0.00E+000,2.93E-002
0.1237197599,0.7284837907,0.00E+000,2.93E-002
0.1263291388,0.7048692215,0.00E+000,8.13E-002
0.1321229022,0.6890577274,0.00E+000,2.92E-002
0.1465407975,0.6870684566,0.00E+000,2.92E-002
0.1831344883,0.7021740804,0.00E+000,2.92E-002
0.2520080944,0.7304473934,0.00E+000,2.92E-002
0.2981848543,0.8045124362,0.00E+000,2.92E-002
0.2791958332,0.8896788932,0.00E+000,2.91E-002
0.2578288263,0.9115865397,2.56E-002,8.10E-002
0.2400606312,0.9069662979,1.33E-001,2.90E-002
0.2214337026,0.9176698581,1.30E-001,2.89E-002
0.210736122,0.9309273852,1.22E-001,2.88E-002
0.2050894987,0.9192741087,1.22E-001,2.87E-002
0.2052098338,0.912253908,4.38E-002,8.00E-002
0.2077736323,0.9034497805,1.82E-002,8.03E-002
0.2140788775,0.8962114017,4.96E-003,8.04E-002
0.2252491553,0.8938499448,0.00E+000,1.82E-001
0.2405159524,0.9368823635,0.00E+000,8.05E-002
0.2502901799,0.9387432942,0.00E+000,8.05E-002
0.2389013683,0.9089555687,0.00E+000,8.04E-002
0.2211595052,0.8586077671,0.00E+000,1.82E-001
0.1839379346,0.8349033599,0.00E+000,8.04E-002
0.1269002312,0.8173849431,0.00E+000,1.82E-001
0.1213861267,0.7674606638,0.00E+000,8.04E-002
0.0805337788,0.7247490952,0.00E+000,8.04E-002
0.0831244629,0.7068841603,0.00E+000,8.04E-002
0.0879323558,0.6951795477,0.00E+000,8.04E-002
0.1022871201,0.6914833543,0.00E+000,1.82E-001
0.139037883,0.6991195873,0.00E+000,8.04E-002
0.1858856502,0.7194614852,0.00E+000,8.04E-002
0.2054020934,0.7885341,0.00E+000,8.03E-002
0.192821022,0.8784876409,0.00E+000,2.88E-002
0.1729566842,0.9000102672,1.41E-002,8.01E-002
0.1573130772,0.8924125363,6.20E-002,7.99E-002
0.1439871948,0.9004337894,5.04E-002,7.96E-002
0.134547108,0.9099309531,3.47E-002,1.80E-001
0.129526672,0.9009984856,4.13E-002,1.80E-001
0.1281142426,0.8959290536,2.32E-002,3.19E-001
0.1298577221,0.8901794194,1.82E-002,1.79E-001
0.135315582,0.8822608383,1.16E-002,1.79E-001
0.1469737268,0.8818758182,0.00E+000,1.79E-001
0.1596110157,0.9319412716,0.00E+000,1.79E-001
0.1674130372,0.9370492056,0.00E+000,1.80E-001
0.1603220202,0.909687107,0.00E+000,3.20E-001
0.1453005856,0.8578505608,0.00E+000,3.20E-001
0.1166160704,0.8266510947,0.00E+000,3.20E-001
0.0836611198,0.8179496394,0.00E+000,3.20E-001
0.0788687163,0.7683077081,0.00E+000,3.20E-001
0.0728340042,0.716483996,0.00E+000,3.20E-001
0.075176995,0.6947560256,0.00E+000,5.00E-001
0.0795252088,0.683000077,0.00E+000,3.20E-001
0.0925075248,0.6769937627,0.00E+000,3.20E-001
0.1257445746,0.6834107652,0.00E+000,5.01E-001
0.1681132618,0.7090274391,0.00E+000,3.20E-001
0.1857637523,0.7844143844,0.00E+000,3.20E-001
0.1743855478,0.8755999897,0.00E+000,1.80E-001
0.1564204245,0.9050283632,1.57E-002,1.80E-001
0.1422724912,0.8997022511,8.19E-002,3.20E-001
0.1302206864,0.9135116404,2.10E-001,1.79E-001
0.1216831593,0.9241638646,2.06E-001,1.79E-001
0.1171427234,0.9108421674,1.07E-001,3.17E-001
0.1158653354,0.8913473138,3.47E-002,3.18E-001
0.1174421221,0.8739444031,1.82E-002,1.79E-001
0.1223781601,0.8635873611,1.16E-002,1.79E-001
0.1329216783,0.8701070356,0.00E+000,1.78E-001
0.1443507254,0.9159115994,0.00E+000,3.17E-001
0.1514068015,0.9136014785,0.00E+000,4.97E-001
0.1449937513,0.8772555764,0.00E+000,4.96E-001
0.1314085049,0.8256115403,0.00E+000,6.30E-001
0.1054664948,0.8046151082,0.00E+000,6.28E-001
0.0756623425,0.804153084,0.00E+000,6.27E-001
0.0713281371,0.7571677918,0.00E+000,7.58E-001
0.0728340042,0.7143663852,0.00E+000,7.57E-001
0.075176995,0.6823968788,0.00E+000,8.38E-001
0.0795252088,0.6670987448,0.00E+000,6.23E-001
0.0925075248,0.6596421879,0.00E+000,6.24E-001
0.1257445746,0.6576785852,0.00E+000,4.90E-001
0.1681132618,0.6375805334,0.00E+000,6.25E-001
0.1857637523,0.6220770554,0.00E+000,7.56E-001
0.1743855478,0.6671372468,0.00E+000,7.56E-001
0.1564204245,0.7151364255,1.57E-002,7.57E-001
0.1422724912,0.7503015991,3.89E-002,6.25E-001
0.1302206864,0.7729536179,4.38E-002,6.24E-001
0.1216831593,0.7884442619,3.23E-002,6.24E-001
0.1171427234,0.7760722811,3.64E-002,4.90E-001
0.1158653354,0.7528555661,1.57E-002,3.13E-001
0.1174421221,0.734490105,1.16E-002,1.76E-001
0.1223781601,0.724235735,4.96E-003,3.12E-001
0.1329216783,0.7351831413,0.00E+000,6.21E-001
0.1443507254,0.7941425601,0.00E+000,6.20E-001
0.1514068015,0.801560615,0.00E+000,4.87E-001
0.1449937513,0.7811802151,0.00E+000,1.75E-001
0.1314085049,0.7486845145,0.00E+000,1.75E-001
0.1054664948,0.7383018045,0.00E+000,3.12E-001
